"TOA5","Potchefstroom AS3935","CR1000X","12345","CR1000X.Std.13.02","CPU:StratusDemo.CR1X","51201","Lightning"
"TIMESTAMP","RECORD","Lightning_Tot","LightningDist","LightningEnergy"
"TS","RN","count","km",""
"","","Tot","Smp","Smp"
"2026-08-12 04:50:00","1","0","NAN","NAN"
"2026-08-12 04:55:00","2","0","NAN","NAN"
"2026-08-12 05:00:00","3","0","NAN","NAN"
"2026-08-12 05:05:00","4","0","NAN","NAN"
"2026-08-12 05:10:00","5","0","NAN","NAN"
"2026-08-12 05:15:00","6","0","NAN","NAN"
"2026-08-12 05:20:00","7","0","NAN","NAN"
"2026-08-12 05:25:00","8","0","NAN","NAN"
"2026-08-12 05:30:00","9","0","NAN","NAN"
"2026-08-12 05:35:00","10","0","NAN","NAN"
"2026-08-12 05:40:00","11","0","NAN","NAN"
"2026-08-12 05:45:00","12","0","NAN","NAN"
"2026-08-12 05:50:00","13","0","NAN","NAN"
"2026-08-12 05:55:00","14","0","NAN","NAN"
"2026-08-12 06:00:00","15","0","NAN","NAN"
"2026-08-12 06:05:00","16","0","NAN","NAN"
"2026-08-12 06:10:00","17","0","NAN","NAN"
"2026-08-12 06:15:00","18","0","NAN","NAN"
"2026-08-12 06:20:00","19","0","NAN","NAN"
"2026-08-12 06:25:00","20","0","NAN","NAN"
"2026-08-12 06:30:00","21","0","NAN","NAN"
"2026-08-12 06:35:00","22","0","NAN","NAN"
"2026-08-12 06:40:00","23","0","NAN","NAN"
"2026-08-12 06:45:00","24","0","NAN","NAN"
"2026-08-12 06:50:00","25","0","NAN","NAN"
"2026-08-12 06:55:00","26","0","NAN","NAN"
"2026-08-12 07:00:00","27","0","NAN","NAN"
"2026-08-12 07:05:00","28","0","NAN","NAN"
"2026-08-12 07:10:00","29","0","NAN","NAN"
"2026-08-12 07:15:00","30","0","NAN","NAN"
"2026-08-12 07:20:00","31","0","NAN","NAN"
"2026-08-12 07:25:00","32","0","NAN","NAN"
"2026-08-12 07:30:00","33","0","NAN","NAN"
"2026-08-12 07:35:00","34","0","NAN","NAN"
"2026-08-12 07:40:00","35","0","NAN","NAN"
"2026-08-12 07:45:00","36","0","NAN","NAN"
"2026-08-12 07:50:00","37","0","NAN","NAN"
"2026-08-12 07:55:00","38","0","NAN","NAN"
"2026-08-12 08:00:00","39","0","NAN","NAN"
"2026-08-12 08:05:00","40","0","NAN","NAN"
"2026-08-12 08:10:00","41","0","NAN","NAN"
"2026-08-12 08:15:00","42","0","NAN","NAN"
"2026-08-12 08:20:00","43","0","NAN","NAN"
"2026-08-12 08:25:00","44","0","NAN","NAN"
"2026-08-12 08:30:00","45","0","NAN","NAN"
"2026-08-12 08:35:00","46","0","NAN","NAN"
"2026-08-12 08:40:00","47","0","NAN","NAN"
"2026-08-12 08:45:00","48","0","NAN","NAN"
"2026-08-12 08:50:00","49","0","NAN","NAN"
"2026-08-12 08:55:00","50","0","NAN","NAN"
"2026-08-12 09:00:00","51","0","NAN","NAN"
"2026-08-12 09:05:00","52","0","NAN","NAN"
"2026-08-12 09:10:00","53","0","NAN","NAN"
"2026-08-12 09:15:00","54","0","NAN","NAN"
"2026-08-12 09:20:00","55","0","NAN","NAN"
"2026-08-12 09:25:00","56","0","NAN","NAN"
"2026-08-12 09:30:00","57","0","NAN","NAN"
"2026-08-12 09:35:00","58","0","NAN","NAN"
"2026-08-12 09:40:00","59","0","NAN","NAN"
"2026-08-12 09:45:00","60","0","NAN","NAN"
"2026-08-12 09:50:00","61","0","NAN","NAN"
"2026-08-12 09:55:00","62","0","NAN","NAN"
"2026-08-12 10:00:00","63","0","NAN","NAN"
"2026-08-12 10:05:00","64","0","NAN","NAN"
"2026-08-12 10:10:00","65","0","NAN","NAN"
"2026-08-12 10:15:00","66","0","NAN","NAN"
"2026-08-12 10:20:00","67","0","NAN","NAN"
"2026-08-12 10:25:00","68","0","NAN","NAN"
"2026-08-12 10:30:00","69","0","NAN","NAN"
"2026-08-12 10:35:00","70","0","NAN","NAN"
"2026-08-12 10:40:00","71","0","NAN","NAN"
"2026-08-12 10:45:00","72","0","NAN","NAN"
"2026-08-12 10:50:00","73","0","NAN","NAN"
"2026-08-12 10:55:00","74","0","NAN","NAN"
"2026-08-12 11:00:00","75","0","NAN","NAN"
"2026-08-12 11:05:00","76","0","NAN","NAN"
"2026-08-12 11:10:00","77","0","NAN","NAN"
"2026-08-12 11:15:00","78","0","NAN","NAN"
"2026-08-12 11:20:00","79","0","NAN","NAN"
"2026-08-12 11:25:00","80","0","NAN","NAN"
"2026-08-12 11:30:00","81","0","NAN","NAN"
"2026-08-12 11:35:00","82","0","NAN","NAN"
"2026-08-12 11:40:00","83","0","NAN","NAN"
"2026-08-12 11:45:00","84","0","NAN","NAN"
"2026-08-12 11:50:00","85","0","NAN","NAN"
"2026-08-12 11:55:00","86","0","NAN","NAN"
"2026-08-12 12:00:00","87","0","NAN","NAN"
"2026-08-12 12:05:00","88","0","NAN","NAN"
"2026-08-12 12:10:00","89","0","NAN","NAN"
"2026-08-12 12:15:00","90","0","NAN","NAN"
"2026-08-12 12:20:00","91","0","NAN","NAN"
"2026-08-12 12:25:00","92","0","NAN","NAN"
"2026-08-12 12:30:00","93","0","NAN","NAN"
"2026-08-12 12:35:00","94","0","NAN","NAN"
"2026-08-12 12:40:00","95","0","NAN","NAN"
"2026-08-12 12:45:00","96","0","NAN","NAN"
"2026-08-12 12:50:00","97","0","NAN","NAN"
"2026-08-12 12:55:00","98","0","NAN","NAN"
"2026-08-12 13:00:00","99","0","NAN","NAN"
"2026-08-12 13:05:00","100","0","NAN","NAN"
"2026-08-12 13:10:00","101","0","NAN","NAN"
"2026-08-12 13:15:00","102","0","NAN","NAN"
"2026-08-12 13:20:00","103","0","NAN","NAN"
"2026-08-12 13:25:00","104","0","NAN","NAN"
"2026-08-12 13:30:00","105","0","NAN","NAN"
"2026-08-12 13:35:00","106","0","NAN","NAN"
"2026-08-12 13:40:00","107","0","NAN","NAN"
"2026-08-12 13:45:00","108","0","NAN","NAN"
"2026-08-12 13:50:00","109","0","NAN","NAN"
"2026-08-12 13:55:00","110","0","NAN","NAN"
"2026-08-12 14:00:00","111","0","NAN","NAN"
"2026-08-12 14:05:00","112","0","NAN","NAN"
"2026-08-12 14:10:00","113","0","NAN","NAN"
"2026-08-12 14:15:00","114","0","NAN","NAN"
"2026-08-12 14:20:00","115","0","NAN","NAN"
"2026-08-12 14:25:00","116","0","NAN","NAN"
"2026-08-12 14:30:00","117","0","NAN","NAN"
"2026-08-12 14:35:00","118","0","NAN","NAN"
"2026-08-12 14:40:00","119","0","NAN","NAN"
"2026-08-12 14:45:00","120","0","NAN","NAN"
"2026-08-12 14:50:00","121","0","NAN","NAN"
"2026-08-12 14:55:00","122","0","NAN","NAN"
"2026-08-12 15:00:00","123","0","NAN","NAN"
"2026-08-12 15:05:00","124","0","NAN","NAN"
"2026-08-12 15:10:00","125","0","NAN","NAN"
"2026-08-12 15:15:00","126","0","NAN","NAN"
"2026-08-12 15:20:00","127","0","NAN","NAN"
"2026-08-12 15:25:00","128","0","NAN","NAN"
"2026-08-12 15:30:00","129","0","NAN","NAN"
"2026-08-12 15:35:00","130","0","NAN","NAN"
"2026-08-12 15:40:00","131","0","NAN","NAN"
"2026-08-12 15:45:00","132","0","NAN","NAN"
"2026-08-12 15:50:00","133","0","NAN","NAN"
"2026-08-12 15:55:00","134","0","NAN","NAN"
"2026-08-12 16:00:00","135","0","NAN","NAN"
"2026-08-12 16:05:00","136","0","NAN","NAN"
"2026-08-12 16:10:00","137","0","NAN","NAN"
"2026-08-12 16:15:00","138","0","NAN","NAN"
"2026-08-12 16:20:00","139","0","NAN","NAN"
"2026-08-12 16:25:00","140","0","NAN","NAN"
"2026-08-12 16:30:00","141","0","NAN","NAN"
"2026-08-12 16:35:00","142","0","NAN","NAN"
"2026-08-12 16:40:00","143","0","NAN","NAN"
"2026-08-12 16:45:00","144","0","NAN","NAN"
"2026-08-12 16:50:00","145","0","NAN","NAN"
"2026-08-12 16:55:00","146","0","NAN","NAN"
"2026-08-12 17:00:00","147","0","NAN","NAN"
"2026-08-12 17:05:00","148","0","NAN","NAN"
"2026-08-12 17:10:00","149","0","NAN","NAN"
"2026-08-12 17:15:00","150","0","NAN","NAN"
"2026-08-12 17:20:00","151","0","NAN","NAN"
"2026-08-12 17:25:00","152","0","NAN","NAN"
"2026-08-12 17:30:00","153","0","NAN","NAN"
"2026-08-12 17:35:00","154","0","NAN","NAN"
"2026-08-12 17:40:00","155","0","NAN","NAN"
"2026-08-12 17:45:00","156","0","NAN","NAN"
"2026-08-12 17:50:00","157","0","NAN","NAN"
"2026-08-12 17:55:00","158","0","NAN","NAN"
"2026-08-12 18:00:00","159","0","NAN","NAN"
"2026-08-12 18:05:00","160","0","NAN","NAN"
"2026-08-12 18:10:00","161","0","NAN","NAN"
"2026-08-12 18:15:00","162","0","NAN","NAN"
"2026-08-12 18:20:00","163","0","NAN","NAN"
"2026-08-12 18:25:00","164","0","NAN","NAN"
"2026-08-12 18:30:00","165","0","NAN","NAN"
"2026-08-12 18:35:00","166","0","NAN","NAN"
"2026-08-12 18:40:00","167","0","NAN","NAN"
"2026-08-12 18:45:00","168","0","NAN","NAN"
"2026-08-12 18:50:00","169","0","NAN","NAN"
"2026-08-12 18:55:00","170","0","NAN","NAN"
"2026-08-12 19:00:00","171","0","NAN","NAN"
"2026-08-12 19:05:00","172","0","NAN","NAN"
"2026-08-12 19:10:00","173","0","NAN","NAN"
"2026-08-12 19:15:00","174","0","NAN","NAN"
"2026-08-12 19:20:00","175","0","NAN","NAN"
"2026-08-12 19:25:00","176","0","NAN","NAN"
"2026-08-12 19:30:00","177","0","NAN","NAN"
"2026-08-12 19:35:00","178","0","NAN","NAN"
"2026-08-12 19:40:00","179","0","NAN","NAN"
"2026-08-12 19:45:00","180","0","NAN","NAN"
"2026-08-12 19:50:00","181","0","NAN","NAN"
"2026-08-12 19:55:00","182","0","NAN","NAN"
"2026-08-12 20:00:00","183","0","NAN","NAN"
"2026-08-12 20:05:00","184","0","NAN","NAN"
"2026-08-12 20:10:00","185","0","NAN","NAN"
"2026-08-12 20:15:00","186","0","NAN","NAN"
"2026-08-12 20:20:00","187","0","NAN","NAN"
"2026-08-12 20:25:00","188","0","NAN","NAN"
"2026-08-12 20:30:00","189","0","NAN","NAN"
"2026-08-12 20:35:00","190","0","NAN","NAN"
"2026-08-12 20:40:00","191","0","NAN","NAN"
"2026-08-12 20:45:00","192","0","NAN","NAN"
"2026-08-12 20:50:00","193","0","NAN","NAN"
"2026-08-12 20:55:00","194","0","NAN","NAN"
"2026-08-12 21:00:00","195","0","NAN","NAN"
"2026-08-12 21:05:00","196","0","NAN","NAN"
"2026-08-12 21:10:00","197","0","NAN","NAN"
"2026-08-12 21:15:00","198","0","NAN","NAN"
"2026-08-12 21:20:00","199","0","NAN","NAN"
"2026-08-12 21:25:00","200","0","NAN","NAN"
"2026-08-12 21:30:00","201","0","NAN","NAN"
"2026-08-12 21:35:00","202","0","NAN","NAN"
"2026-08-12 21:40:00","203","0","NAN","NAN"
"2026-08-12 21:45:00","204","0","NAN","NAN"
"2026-08-12 21:50:00","205","0","NAN","NAN"
"2026-08-12 21:55:00","206","0","NAN","NAN"
"2026-08-12 22:00:00","207","0","NAN","NAN"
"2026-08-12 22:05:00","208","0","NAN","NAN"
"2026-08-12 22:10:00","209","0","NAN","NAN"
"2026-08-12 22:15:00","210","0","NAN","NAN"
"2026-08-12 22:20:00","211","0","NAN","NAN"
"2026-08-12 22:25:00","212","0","NAN","NAN"
"2026-08-12 22:30:00","213","0","NAN","NAN"
"2026-08-12 22:35:00","214","0","NAN","NAN"
"2026-08-12 22:40:00","215","0","NAN","NAN"
"2026-08-12 22:45:00","216","0","NAN","NAN"
"2026-08-12 22:50:00","217","0","NAN","NAN"
"2026-08-12 22:55:00","218","0","NAN","NAN"
"2026-08-12 23:00:00","219","0","NAN","NAN"
"2026-08-12 23:05:00","220","0","NAN","NAN"
"2026-08-12 23:10:00","221","0","NAN","NAN"
"2026-08-12 23:15:00","222","0","NAN","NAN"
"2026-08-12 23:20:00","223","0","NAN","NAN"
"2026-08-12 23:25:00","224","0","NAN","NAN"
"2026-08-12 23:30:00","225","0","NAN","NAN"
"2026-08-12 23:35:00","226","0","NAN","NAN"
"2026-08-12 23:40:00","227","0","NAN","NAN"
"2026-08-12 23:45:00","228","0","NAN","NAN"
"2026-08-12 23:50:00","229","0","NAN","NAN"
"2026-08-12 23:55:00","230","0","NAN","NAN"
"2026-08-13 00:00:00","231","0","NAN","NAN"
"2026-08-13 00:05:00","232","0","NAN","NAN"
"2026-08-13 00:10:00","233","0","NAN","NAN"
"2026-08-13 00:15:00","234","0","NAN","NAN"
"2026-08-13 00:20:00","235","0","NAN","NAN"
"2026-08-13 00:25:00","236","0","NAN","NAN"
"2026-08-13 00:30:00","237","0","NAN","NAN"
"2026-08-13 00:35:00","238","0","NAN","NAN"
"2026-08-13 00:40:00","239","0","NAN","NAN"
"2026-08-13 00:45:00","240","0","NAN","NAN"
"2026-08-13 00:50:00","241","0","NAN","NAN"
"2026-08-13 00:55:00","242","0","NAN","NAN"
"2026-08-13 01:00:00","243","0","NAN","NAN"
"2026-08-13 01:05:00","244","0","NAN","NAN"
"2026-08-13 01:10:00","245","0","NAN","NAN"
"2026-08-13 01:15:00","246","0","NAN","NAN"
"2026-08-13 01:20:00","247","0","NAN","NAN"
"2026-08-13 01:25:00","248","0","NAN","NAN"
"2026-08-13 01:30:00","249","0","NAN","NAN"
"2026-08-13 01:35:00","250","0","NAN","NAN"
"2026-08-13 01:40:00","251","0","NAN","NAN"
"2026-08-13 01:45:00","252","0","NAN","NAN"
"2026-08-13 01:50:00","253","0","NAN","NAN"
"2026-08-13 01:55:00","254","0","NAN","NAN"
"2026-08-13 02:00:00","255","0","NAN","NAN"
"2026-08-13 02:05:00","256","0","NAN","NAN"
"2026-08-13 02:10:00","257","0","NAN","NAN"
"2026-08-13 02:15:00","258","0","NAN","NAN"
"2026-08-13 02:20:00","259","0","NAN","NAN"
"2026-08-13 02:25:00","260","0","NAN","NAN"
"2026-08-13 02:30:00","261","0","NAN","NAN"
"2026-08-13 02:35:00","262","0","NAN","NAN"
"2026-08-13 02:40:00","263","0","NAN","NAN"
"2026-08-13 02:45:00","264","0","NAN","NAN"
"2026-08-13 02:50:00","265","0","NAN","NAN"
"2026-08-13 02:55:00","266","0","NAN","NAN"
"2026-08-13 03:00:00","267","0","NAN","NAN"
"2026-08-13 03:05:00","268","0","NAN","NAN"
"2026-08-13 03:10:00","269","0","NAN","NAN"
"2026-08-13 03:15:00","270","0","NAN","NAN"
"2026-08-13 03:20:00","271","0","NAN","NAN"
"2026-08-13 03:25:00","272","0","NAN","NAN"
"2026-08-13 03:30:00","273","0","NAN","NAN"
"2026-08-13 03:35:00","274","0","NAN","NAN"
"2026-08-13 03:40:00","275","0","NAN","NAN"
"2026-08-13 03:45:00","276","0","NAN","NAN"
"2026-08-13 03:50:00","277","0","NAN","NAN"
"2026-08-13 03:55:00","278","0","NAN","NAN"
"2026-08-13 04:00:00","279","0","NAN","NAN"
"2026-08-13 04:05:00","280","0","NAN","NAN"
"2026-08-13 04:10:00","281","0","NAN","NAN"
"2026-08-13 04:15:00","282","0","NAN","NAN"
"2026-08-13 04:20:00","283","0","NAN","NAN"
"2026-08-13 04:25:00","284","0","NAN","NAN"
"2026-08-13 04:30:00","285","0","NAN","NAN"
"2026-08-13 04:35:00","286","0","NAN","NAN"
"2026-08-13 04:40:00","287","0","NAN","NAN"
"2026-08-13 04:45:00","288","0","NAN","NAN"
