"TOA5","Potchefstroom AS3935","CR1000X","12345","CR1000X.Std.13.02","CPU:StratusDemo.CR1X","51201","Lightning"
"TIMESTAMP","RECORD","Lightning_Tot","LightningDist","LightningEnergy"
"TS","RN","count","km",""
"","","Tot","Smp","Smp"
"2026-08-06 02:00:00","1","0","NAN","NAN"
"2026-08-06 02:10:00","2","0","NAN","NAN"
"2026-08-06 02:20:00","3","0","NAN","NAN"
"2026-08-06 02:30:00","4","0","NAN","NAN"
"2026-08-06 02:40:00","5","0","NAN","NAN"
"2026-08-06 02:50:00","6","0","NAN","NAN"
"2026-08-06 03:00:00","7","0","NAN","NAN"
"2026-08-06 03:10:00","8","0","NAN","NAN"
"2026-08-06 03:20:00","9","0","NAN","NAN"
"2026-08-06 03:30:00","10","0","NAN","NAN"
"2026-08-06 03:40:00","11","0","NAN","NAN"
"2026-08-06 03:50:00","12","0","NAN","NAN"
"2026-08-06 04:00:00","13","0","NAN","NAN"
"2026-08-06 04:10:00","14","0","NAN","NAN"
"2026-08-06 04:20:00","15","0","NAN","NAN"
"2026-08-06 04:30:00","16","0","NAN","NAN"
"2026-08-06 04:40:00","17","0","NAN","NAN"
"2026-08-06 04:50:00","18","0","NAN","NAN"
"2026-08-06 05:00:00","19","0","NAN","NAN"
"2026-08-06 05:10:00","20","0","NAN","NAN"
"2026-08-06 05:20:00","21","0","NAN","NAN"
"2026-08-06 05:30:00","22","0","NAN","NAN"
"2026-08-06 05:40:00","23","0","NAN","NAN"
"2026-08-06 05:50:00","24","0","NAN","NAN"
"2026-08-06 06:00:00","25","0","NAN","NAN"
"2026-08-06 06:10:00","26","0","NAN","NAN"
"2026-08-06 06:20:00","27","0","NAN","NAN"
"2026-08-06 06:30:00","28","0","NAN","NAN"
"2026-08-06 06:40:00","29","0","NAN","NAN"
"2026-08-06 06:50:00","30","0","NAN","NAN"
"2026-08-06 07:00:00","31","0","NAN","NAN"
"2026-08-06 07:10:00","32","0","NAN","NAN"
"2026-08-06 07:20:00","33","0","NAN","NAN"
"2026-08-06 07:30:00","34","0","NAN","NAN"
"2026-08-06 07:40:00","35","0","NAN","NAN"
"2026-08-06 07:50:00","36","0","NAN","NAN"
"2026-08-06 08:00:00","37","0","NAN","NAN"
"2026-08-06 08:10:00","38","0","NAN","NAN"
"2026-08-06 08:20:00","39","0","NAN","NAN"
"2026-08-06 08:30:00","40","0","NAN","NAN"
"2026-08-06 08:40:00","41","0","NAN","NAN"
"2026-08-06 08:50:00","42","0","NAN","NAN"
"2026-08-06 09:00:00","43","0","NAN","NAN"
"2026-08-06 09:10:00","44","0","NAN","NAN"
"2026-08-06 09:20:00","45","0","NAN","NAN"
"2026-08-06 09:30:00","46","0","NAN","NAN"
"2026-08-06 09:40:00","47","0","NAN","NAN"
"2026-08-06 09:50:00","48","0","NAN","NAN"
"2026-08-06 10:00:00","49","0","NAN","NAN"
"2026-08-06 10:10:00","50","0","NAN","NAN"
"2026-08-06 10:20:00","51","0","NAN","NAN"
"2026-08-06 10:30:00","52","0","NAN","NAN"
"2026-08-06 10:40:00","53","0","NAN","NAN"
"2026-08-06 10:50:00","54","0","NAN","NAN"
"2026-08-06 11:00:00","55","0","NAN","NAN"
"2026-08-06 11:10:00","56","0","NAN","NAN"
"2026-08-06 11:20:00","57","0","NAN","NAN"
"2026-08-06 11:30:00","58","0","NAN","NAN"
"2026-08-06 11:40:00","59","0","NAN","NAN"
"2026-08-06 11:50:00","60","0","NAN","NAN"
"2026-08-06 12:00:00","61","0","NAN","NAN"
"2026-08-06 12:10:00","62","0","NAN","NAN"
"2026-08-06 12:20:00","63","0","NAN","NAN"
"2026-08-06 12:30:00","64","0","NAN","NAN"
"2026-08-06 12:40:00","65","0","NAN","NAN"
"2026-08-06 12:50:00","66","0","NAN","NAN"
"2026-08-06 13:00:00","67","0","NAN","NAN"
"2026-08-06 13:10:00","68","0","NAN","NAN"
"2026-08-06 13:20:00","69","0","NAN","NAN"
"2026-08-06 13:30:00","70","0","NAN","NAN"
"2026-08-06 13:40:00","71","0","NAN","NAN"
"2026-08-06 13:50:00","72","0","NAN","NAN"
"2026-08-06 14:00:00","73","0","NAN","NAN"
"2026-08-06 14:10:00","74","0","NAN","NAN"
"2026-08-06 14:20:00","75","0","NAN","NAN"
"2026-08-06 14:30:00","76","0","NAN","NAN"
"2026-08-06 14:40:00","77","0","NAN","NAN"
"2026-08-06 14:50:00","78","0","NAN","NAN"
"2026-08-06 15:00:00","79","0","NAN","NAN"
"2026-08-06 15:10:00","80","0","NAN","NAN"
"2026-08-06 15:20:00","81","0","NAN","NAN"
"2026-08-06 15:30:00","82","0","NAN","NAN"
"2026-08-06 15:40:00","83","0","NAN","NAN"
"2026-08-06 15:50:00","84","0","NAN","NAN"
"2026-08-06 16:00:00","85","0","NAN","NAN"
"2026-08-06 16:10:00","86","0","NAN","NAN"
"2026-08-06 16:20:00","87","0","NAN","NAN"
"2026-08-06 16:30:00","88","0","NAN","NAN"
"2026-08-06 16:40:00","89","0","NAN","NAN"
"2026-08-06 16:50:00","90","0","NAN","NAN"
"2026-08-06 17:00:00","91","0","NAN","NAN"
"2026-08-06 17:10:00","92","0","NAN","NAN"
"2026-08-06 17:20:00","93","0","NAN","NAN"
"2026-08-06 17:30:00","94","0","NAN","NAN"
"2026-08-06 17:40:00","95","0","NAN","NAN"
"2026-08-06 17:50:00","96","0","NAN","NAN"
"2026-08-06 18:00:00","97","0","NAN","NAN"
"2026-08-06 18:10:00","98","0","NAN","NAN"
"2026-08-06 18:20:00","99","0","NAN","NAN"
"2026-08-06 18:30:00","100","0","NAN","NAN"
"2026-08-06 18:40:00","101","0","NAN","NAN"
"2026-08-06 18:50:00","102","0","NAN","NAN"
"2026-08-06 19:00:00","103","0","NAN","NAN"
"2026-08-06 19:10:00","104","0","NAN","NAN"
"2026-08-06 19:20:00","105","0","NAN","NAN"
"2026-08-06 19:30:00","106","0","NAN","NAN"
"2026-08-06 19:40:00","107","0","NAN","NAN"
"2026-08-06 19:50:00","108","0","NAN","NAN"
"2026-08-06 20:00:00","109","0","NAN","NAN"
"2026-08-06 20:10:00","110","0","NAN","NAN"
"2026-08-06 20:20:00","111","0","NAN","NAN"
"2026-08-06 20:30:00","112","0","NAN","NAN"
"2026-08-06 20:40:00","113","0","NAN","NAN"
"2026-08-06 20:50:00","114","0","NAN","NAN"
"2026-08-06 21:00:00","115","0","NAN","NAN"
"2026-08-06 21:10:00","116","0","NAN","NAN"
"2026-08-06 21:20:00","117","0","NAN","NAN"
"2026-08-06 21:30:00","118","0","NAN","NAN"
"2026-08-06 21:40:00","119","0","NAN","NAN"
"2026-08-06 21:50:00","120","0","NAN","NAN"
"2026-08-06 22:00:00","121","0","NAN","NAN"
"2026-08-06 22:10:00","122","0","NAN","NAN"
"2026-08-06 22:20:00","123","0","NAN","NAN"
"2026-08-06 22:30:00","124","0","NAN","NAN"
"2026-08-06 22:40:00","125","0","NAN","NAN"
"2026-08-06 22:50:00","126","0","NAN","NAN"
"2026-08-06 23:00:00","127","0","NAN","NAN"
"2026-08-06 23:10:00","128","0","NAN","NAN"
"2026-08-06 23:20:00","129","0","NAN","NAN"
"2026-08-06 23:30:00","130","0","NAN","NAN"
"2026-08-06 23:40:00","131","0","NAN","NAN"
"2026-08-06 23:50:00","132","0","NAN","NAN"
"2026-08-07 00:00:00","133","0","NAN","NAN"
"2026-08-07 00:10:00","134","0","NAN","NAN"
"2026-08-07 00:20:00","135","0","NAN","NAN"
"2026-08-07 00:30:00","136","0","NAN","NAN"
"2026-08-07 00:40:00","137","0","NAN","NAN"
"2026-08-07 00:50:00","138","0","NAN","NAN"
"2026-08-07 01:00:00","139","0","NAN","NAN"
"2026-08-07 01:10:00","140","0","NAN","NAN"
"2026-08-07 01:20:00","141","0","NAN","NAN"
"2026-08-07 01:30:00","142","0","NAN","NAN"
"2026-08-07 01:40:00","143","0","NAN","NAN"
"2026-08-07 01:50:00","144","0","NAN","NAN"
"2026-08-07 02:00:00","145","0","NAN","NAN"
"2026-08-07 02:10:00","146","0","NAN","NAN"
"2026-08-07 02:20:00","147","0","NAN","NAN"
"2026-08-07 02:30:00","148","0","NAN","NAN"
"2026-08-07 02:40:00","149","0","NAN","NAN"
"2026-08-07 02:50:00","150","0","NAN","NAN"
"2026-08-07 03:00:00","151","0","NAN","NAN"
"2026-08-07 03:10:00","152","0","NAN","NAN"
"2026-08-07 03:20:00","153","0","NAN","NAN"
"2026-08-07 03:30:00","154","0","NAN","NAN"
"2026-08-07 03:40:00","155","0","NAN","NAN"
"2026-08-07 03:50:00","156","0","NAN","NAN"
"2026-08-07 04:00:00","157","0","NAN","NAN"
"2026-08-07 04:10:00","158","0","NAN","NAN"
"2026-08-07 04:20:00","159","0","NAN","NAN"
"2026-08-07 04:30:00","160","0","NAN","NAN"
"2026-08-07 04:40:00","161","0","NAN","NAN"
"2026-08-07 04:50:00","162","0","NAN","NAN"
"2026-08-07 05:00:00","163","0","NAN","NAN"
"2026-08-07 05:10:00","164","0","NAN","NAN"
"2026-08-07 05:20:00","165","0","NAN","NAN"
"2026-08-07 05:30:00","166","0","NAN","NAN"
"2026-08-07 05:40:00","167","0","NAN","NAN"
"2026-08-07 05:50:00","168","0","NAN","NAN"
"2026-08-07 06:00:00","169","0","NAN","NAN"
"2026-08-07 06:10:00","170","0","NAN","NAN"
"2026-08-07 06:20:00","171","0","NAN","NAN"
"2026-08-07 06:30:00","172","0","NAN","NAN"
"2026-08-07 06:40:00","173","0","NAN","NAN"
"2026-08-07 06:50:00","174","0","NAN","NAN"
"2026-08-07 07:00:00","175","0","NAN","NAN"
"2026-08-07 07:10:00","176","0","NAN","NAN"
"2026-08-07 07:20:00","177","0","NAN","NAN"
"2026-08-07 07:30:00","178","0","NAN","NAN"
"2026-08-07 07:40:00","179","0","NAN","NAN"
"2026-08-07 07:50:00","180","0","NAN","NAN"
"2026-08-07 08:00:00","181","0","NAN","NAN"
"2026-08-07 08:10:00","182","0","NAN","NAN"
"2026-08-07 08:20:00","183","0","NAN","NAN"
"2026-08-07 08:30:00","184","0","NAN","NAN"
"2026-08-07 08:40:00","185","0","NAN","NAN"
"2026-08-07 08:50:00","186","0","NAN","NAN"
"2026-08-07 09:00:00","187","0","NAN","NAN"
"2026-08-07 09:10:00","188","0","NAN","NAN"
"2026-08-07 09:20:00","189","0","NAN","NAN"
"2026-08-07 09:30:00","190","0","NAN","NAN"
"2026-08-07 09:40:00","191","0","NAN","NAN"
"2026-08-07 09:50:00","192","0","NAN","NAN"
"2026-08-07 10:00:00","193","0","NAN","NAN"
"2026-08-07 10:10:00","194","0","NAN","NAN"
"2026-08-07 10:20:00","195","0","NAN","NAN"
"2026-08-07 10:30:00","196","0","NAN","NAN"
"2026-08-07 10:40:00","197","0","NAN","NAN"
"2026-08-07 10:50:00","198","0","NAN","NAN"
"2026-08-07 11:00:00","199","0","NAN","NAN"
"2026-08-07 11:10:00","200","0","NAN","NAN"
"2026-08-07 11:20:00","201","0","NAN","NAN"
"2026-08-07 11:30:00","202","0","NAN","NAN"
"2026-08-07 11:40:00","203","0","NAN","NAN"
"2026-08-07 11:50:00","204","0","NAN","NAN"
"2026-08-07 12:00:00","205","0","NAN","NAN"
"2026-08-07 12:10:00","206","0","NAN","NAN"
"2026-08-07 12:20:00","207","0","NAN","NAN"
"2026-08-07 12:30:00","208","0","NAN","NAN"
"2026-08-07 12:40:00","209","0","NAN","NAN"
"2026-08-07 12:50:00","210","0","NAN","NAN"
"2026-08-07 13:00:00","211","0","NAN","NAN"
"2026-08-07 13:10:00","212","0","NAN","NAN"
"2026-08-07 13:20:00","213","0","NAN","NAN"
"2026-08-07 13:30:00","214","0","NAN","NAN"
"2026-08-07 13:40:00","215","0","NAN","NAN"
"2026-08-07 13:50:00","216","0","NAN","NAN"
"2026-08-07 14:00:00","217","0","NAN","NAN"
"2026-08-07 14:10:00","218","0","NAN","NAN"
"2026-08-07 14:20:00","219","0","NAN","NAN"
"2026-08-07 14:30:00","220","0","NAN","NAN"
"2026-08-07 14:40:00","221","0","NAN","NAN"
"2026-08-07 14:50:00","222","0","NAN","NAN"
"2026-08-07 15:00:00","223","0","NAN","NAN"
"2026-08-07 15:10:00","224","0","NAN","NAN"
"2026-08-07 15:20:00","225","0","NAN","NAN"
"2026-08-07 15:30:00","226","0","NAN","NAN"
"2026-08-07 15:40:00","227","0","NAN","NAN"
"2026-08-07 15:50:00","228","0","NAN","NAN"
"2026-08-07 16:00:00","229","0","NAN","NAN"
"2026-08-07 16:10:00","230","0","NAN","NAN"
"2026-08-07 16:20:00","231","0","NAN","NAN"
"2026-08-07 16:30:00","232","0","NAN","NAN"
"2026-08-07 16:40:00","233","0","NAN","NAN"
"2026-08-07 16:50:00","234","0","NAN","NAN"
"2026-08-07 17:00:00","235","0","NAN","NAN"
"2026-08-07 17:10:00","236","0","NAN","NAN"
"2026-08-07 17:20:00","237","0","NAN","NAN"
"2026-08-07 17:30:00","238","0","NAN","NAN"
"2026-08-07 17:40:00","239","0","NAN","NAN"
"2026-08-07 17:50:00","240","0","NAN","NAN"
"2026-08-07 18:00:00","241","0","NAN","NAN"
"2026-08-07 18:10:00","242","0","NAN","NAN"
"2026-08-07 18:20:00","243","0","NAN","NAN"
"2026-08-07 18:30:00","244","0","NAN","NAN"
"2026-08-07 18:40:00","245","0","NAN","NAN"
"2026-08-07 18:50:00","246","0","NAN","NAN"
"2026-08-07 19:00:00","247","0","NAN","NAN"
"2026-08-07 19:10:00","248","0","NAN","NAN"
"2026-08-07 19:20:00","249","0","NAN","NAN"
"2026-08-07 19:30:00","250","0","NAN","NAN"
"2026-08-07 19:40:00","251","0","NAN","NAN"
"2026-08-07 19:50:00","252","0","NAN","NAN"
"2026-08-07 20:00:00","253","0","NAN","NAN"
"2026-08-07 20:10:00","254","0","NAN","NAN"
"2026-08-07 20:20:00","255","0","NAN","NAN"
"2026-08-07 20:30:00","256","0","NAN","NAN"
"2026-08-07 20:40:00","257","0","NAN","NAN"
"2026-08-07 20:50:00","258","0","NAN","NAN"
"2026-08-07 21:00:00","259","0","NAN","NAN"
"2026-08-07 21:10:00","260","0","NAN","NAN"
"2026-08-07 21:20:00","261","0","NAN","NAN"
"2026-08-07 21:30:00","262","0","NAN","NAN"
"2026-08-07 21:40:00","263","0","NAN","NAN"
"2026-08-07 21:50:00","264","0","NAN","NAN"
"2026-08-07 22:00:00","265","0","NAN","NAN"
"2026-08-07 22:10:00","266","0","NAN","NAN"
"2026-08-07 22:20:00","267","0","NAN","NAN"
"2026-08-07 22:30:00","268","0","NAN","NAN"
"2026-08-07 22:40:00","269","0","NAN","NAN"
"2026-08-07 22:50:00","270","0","NAN","NAN"
"2026-08-07 23:00:00","271","0","NAN","NAN"
"2026-08-07 23:10:00","272","0","NAN","NAN"
"2026-08-07 23:20:00","273","0","NAN","NAN"
"2026-08-07 23:30:00","274","0","NAN","NAN"
"2026-08-07 23:40:00","275","0","NAN","NAN"
"2026-08-07 23:50:00","276","0","NAN","NAN"
"2026-08-08 00:00:00","277","0","NAN","NAN"
"2026-08-08 00:10:00","278","0","NAN","NAN"
"2026-08-08 00:20:00","279","0","NAN","NAN"
"2026-08-08 00:30:00","280","0","NAN","NAN"
"2026-08-08 00:40:00","281","0","NAN","NAN"
"2026-08-08 00:50:00","282","0","NAN","NAN"
"2026-08-08 01:00:00","283","0","NAN","NAN"
"2026-08-08 01:10:00","284","0","NAN","NAN"
"2026-08-08 01:20:00","285","0","NAN","NAN"
"2026-08-08 01:30:00","286","0","NAN","NAN"
"2026-08-08 01:40:00","287","0","NAN","NAN"
"2026-08-08 01:50:00","288","0","NAN","NAN"
